section,dataset,centrality,elbow_k,elbow_score,alpha,xmin,r_vs_exp,p_value,verdict,k,seed,val_auc,test_auc,mean_val_auc,std_val_auc,mean_test_auc,std_test_auc,optimal_k,auc_at_elbow,auc_at_optimal,auc_gap,match
ksweep_run,Citeseer,eigenvector,,,,,,,,30,2,0.774,0.7921,,,,,,,,,
ksweep_run,Citeseer,eigenvector,,,,,,,,363,0,0.8486,0.8451,,,,,,,,,
ksweep_run,Citeseer,eigenvector,,,,,,,,363,1,0.8862,0.8654,,,,,,,,,
ksweep_run,Citeseer,eigenvector,,,,,,,,363,2,0.8732,0.8693,,,,,,,,,
ksweep_run,Pubmed,pagerank,,,,,,,,2,0,0.9027,0.9123,,,,,,,,,
ksweep_run,Pubmed,pagerank,,,,,,,,2,1,0.9146,0.9161,,,,,,,,,
ksweep_run,Pubmed,pagerank,,,,,,,,2,2,0.9107,0.9046,,,,,,,,,
ksweep_run,Pubmed,pagerank,,,,,,,,4,0,0.9264,0.9323,,,,,,,,,
ksweep_run,Pubmed,pagerank,,,,,,,,4,1,0.9329,0.9359,,,,,,,,,
ksweep_run,Pubmed,pagerank,,,,,,,,4,2,0.9303,0.9227,,,,,,,,,
ksweep_run,Pubmed,pagerank,,,,,,,,6,0,0.9317,0.9355,,,,,,,,,
ksweep_run,Pubmed,pagerank,,,,,,,,6,1,0.9329,0.9394,,,,,,,,,
ksweep_run,Pubmed,pagerank,,,,,,,,6,2,0.9365,0.9301,,,,,,,,,
ksweep_run,Pubmed,pagerank,,,,,,,,8,0,0.9455,0.9468,,,,,,,,,
ksweep_run,Pubmed,pagerank,,,,,,,,8,1,0.9447,0.9503,,,,,,,,,
ksweep_run,Pubmed,pagerank,,,,,,,,8,2,0.9522,0.9474,,,,,,,,,
ksweep_run,Pubmed,pagerank,,,,,,,,10,0,0.9525,0.9539,,,,,,,,,
ksweep_run,Pubmed,pagerank,,,,,,,,10,1,0.9478,0.9537,,,,,,,,,
ksweep_run,Pubmed,pagerank,,,,,,,,10,2,0.9536,0.9487,,,,,,,,,
ksweep_run,Pubmed,pagerank,,,,,,,,12,0,0.9541,0.9547,,,,,,,,,
ksweep_run,Pubmed,pagerank,,,,,,,,12,1,0.9551,0.9592,,,,,,,,,
ksweep_run,Pubmed,pagerank,,,,,,,,12,2,0.953,0.95,,,,,,,,,
ksweep_run,Pubmed,pagerank,,,,,,,,15,0,0.9554,0.9552,,,,,,,,,
ksweep_run,Pubmed,pagerank,,,,,,,,15,1,0.9553,0.9601,,,,,,,,,
ksweep_run,Pubmed,pagerank,,,,,,,,15,2,0.9577,0.9547,,,,,,,,,
ksweep_run,Pubmed,pagerank,,,,,,,,20,0,0.9603,0.9597,,,,,,,,,
ksweep_run,Pubmed,pagerank,,,,,,,,20,1,0.9633,0.9673,,,,,,,,,
ksweep_run,Pubmed,pagerank,,,,,,,,20,2,0.9622,0.9608,,,,,,,,,
ksweep_run,Pubmed,pagerank,,,,,,,,25,0,0.9578,0.9568,,,,,,,,,
ksweep_run,Pubmed,pagerank,,,,,,,,25,1,0.9668,0.9703,,,,,,,,,
ksweep_run,Pubmed,pagerank,,,,,,,,25,2,0.9644,0.9613,,,,,,,,,
ksweep_run,Pubmed,pagerank,,,,,,,,30,0,0.9681,0.9671,,,,,,,,,
ksweep_run,Pubmed,pagerank,,,,,,,,30,1,0.9691,0.9722,,,,,,,,,
ksweep_run,Pubmed,pagerank,,,,,,,,30,2,0.9685,0.966,,,,,,,,,
ksweep_run,Pubmed,pagerank,,,,,,,,2685,0,0.9792,0.9754,,,,,,,,,
ksweep_run,Pubmed,pagerank,,,,,,,,2685,1,0.9815,0.9785,,,,,,,,,
ksweep_run,Pubmed,pagerank,,,,,,,,2685,2,0.9097,0.9045,,,,,,,,,
ksweep_run,Pubmed,betweenness,,,,,,,,2,0,0.8972,0.9075,,,,,,,,,
ksweep_run,Pubmed,betweenness,,,,,,,,2,1,0.9126,0.9142,,,,,,,,,
ksweep_run,Pubmed,betweenness,,,,,,,,2,2,0.9117,0.9057,,,,,,,,,
ksweep_run,Pubmed,betweenness,,,,,,,,4,0,0.9224,0.9303,,,,,,,,,
ksweep_run,Pubmed,betweenness,,,,,,,,4,1,0.932,0.9352,,,,,,,,,
ksweep_run,Pubmed,betweenness,,,,,,,,4,2,0.9278,0.9227,,,,,,,,,
ksweep_run,Pubmed,betweenness,,,,,,,,6,0,0.929,0.9336,,,,,,,,,
ksweep_run,Pubmed,betweenness,,,,,,,,6,1,0.9331,0.9326,,,,,,,,,
ksweep_run,Pubmed,betweenness,,,,,,,,6,2,0.9347,0.9283,,,,,,,,,
ksweep_run,Pubmed,betweenness,,,,,,,,8,0,0.9444,0.9467,,,,,,,,,
ksweep_run,Pubmed,betweenness,,,,,,,,8,1,0.9408,0.9444,,,,,,,,,
ksweep_run,Pubmed,betweenness,,,,,,,,8,2,0.9431,0.9408,,,,,,,,,
ksweep_run,Pubmed,betweenness,,,,,,,,10,0,0.951,0.9528,,,,,,,,,
ksweep_run,Pubmed,betweenness,,,,,,,,10,1,0.9528,0.9555,,,,,,,,,
ksweep_run,Pubmed,betweenness,,,,,,,,10,2,0.9455,0.9445,,,,,,,,,
ksweep_run,Pubmed,betweenness,,,,,,,,12,0,0.9532,0.9549,,,,,,,,,
ksweep_run,Pubmed,betweenness,,,,,,,,12,1,0.952,0.9543,,,,,,,,,
ksweep_run,Pubmed,betweenness,,,,,,,,12,2,0.9521,0.9503,,,,,,,,,
ksweep_run,Pubmed,betweenness,,,,,,,,15,0,0.9535,0.9546,,,,,,,,,
ksweep_run,Pubmed,betweenness,,,,,,,,15,1,0.9559,0.9596,,,,,,,,,
ksweep_run,Pubmed,betweenness,,,,,,,,15,2,0.9537,0.9525,,,,,,,,,
ksweep_run,Pubmed,betweenness,,,,,,,,20,0,0.9621,0.9637,,,,,,,,,
ksweep_run,Pubmed,betweenness,,,,,,,,20,1,0.9644,0.9671,,,,,,,,,
ksweep_run,Pubmed,betweenness,,,,,,,,20,2,0.9603,0.9605,,,,,,,,,
ksweep_run,Pubmed,betweenness,,,,,,,,25,0,0.9656,0.9645,,,,,,,,,
ksweep_run,Pubmed,betweenness,,,,,,,,25,1,0.9687,0.9705,,,,,,,,,
ksweep_run,Pubmed,betweenness,,,,,,,,25,2,0.966,0.9658,,,,,,,,,
ksweep_run,Pubmed,betweenness,,,,,,,,30,0,0.969,0.9662,,,,,,,,,
ksweep_run,Pubmed,betweenness,,,,,,,,30,1,0.9705,0.9725,,,,,,,,,
ksweep_run,Pubmed,betweenness,,,,,,,,30,2,0.9694,0.9682,,,,,,,,,
ksweep_run,Pubmed,betweenness,,,,,,,,2083,0,0.9788,0.9742,,,,,,,,,
ksweep_run,Pubmed,betweenness,,,,,,,,2083,1,0.979,0.9784,,,,,,,,,
ksweep_run,Pubmed,betweenness,,,,,,,,2083,2,0.9776,0.9757,,,,,,,,,
ksweep_run,Pubmed,closeness,,,,,,,,2,0,0.8787,0.8923,,,,,,,,,
ksweep_run,Pubmed,closeness,,,,,,,,2,1,0.8942,0.8974,,,,,,,,,
ksweep_run,Pubmed,closeness,,,,,,,,2,2,0.8941,0.8886,,,,,,,,,
ksweep_run,Pubmed,closeness,,,,,,,,4,0,0.8787,0.8924,,,,,,,,,
ksweep_run,Pubmed,closeness,,,,,,,,4,1,0.8944,0.8975,,,,,,,,,
ksweep_run,Pubmed,closeness,,,,,,,,4,2,0.8941,0.8884,,,,,,,,,
ksweep_run,Pubmed,closeness,,,,,,,,6,0,0.8787,0.8924,,,,,,,,,
ksweep_run,Pubmed,closeness,,,,,,,,6,1,0.8943,0.8974,,,,,,,,,
ksweep_run,Pubmed,closeness,,,,,,,,6,2,0.8943,0.8885,,,,,,,,,
ksweep_run,Pubmed,closeness,,,,,,,,8,0,0.8787,0.8922,,,,,,,,,
ksweep_run,Pubmed,closeness,,,,,,,,8,1,0.8944,0.8971,,,,,,,,,
ksweep_run,Pubmed,closeness,,,,,,,,8,2,0.894,0.8884,,,,,,,,,
ksweep_run,Pubmed,closeness,,,,,,,,10,0,0.8785,0.8921,,,,,,,,,
ksweep_run,Pubmed,closeness,,,,,,,,10,1,0.8944,0.8977,,,,,,,,,
ksweep_run,Pubmed,closeness,,,,,,,,10,2,0.8943,0.8884,,,,,,,,,
ksweep_run,Pubmed,closeness,,,,,,,,12,0,0.8786,0.8924,,,,,,,,,
ksweep_run,Pubmed,closeness,,,,,,,,12,1,0.8944,0.8965,,,,,,,,,
ksweep_run,Pubmed,closeness,,,,,,,,12,2,0.8944,0.8886,,,,,,,,,
ksweep_run,Pubmed,closeness,,,,,,,,15,0,0.8787,0.8922,,,,,,,,,
ksweep_run,Pubmed,closeness,,,,,,,,15,1,0.8945,0.8977,,,,,,,,,
ksweep_run,Pubmed,closeness,,,,,,,,15,2,0.8944,0.8885,,,,,,,,,
ksweep_run,Pubmed,closeness,,,,,,,,20,0,0.8788,0.8922,,,,,,,,,
ksweep_run,Pubmed,closeness,,,,,,,,20,1,0.8945,0.8974,,,,,,,,,
ksweep_run,Pubmed,closeness,,,,,,,,20,2,0.8943,0.8877,,,,,,,,,
ksweep_run,Pubmed,closeness,,,,,,,,25,0,0.9136,0.9167,,,,,,,,,
ksweep_run,Pubmed,closeness,,,,,,,,25,1,0.9264,0.9268,,,,,,,,,
ksweep_run,Pubmed,closeness,,,,,,,,25,2,0.9143,0.9136,,,,,,,,,
ksweep_run,Pubmed,closeness,,,,,,,,30,0,0.9243,0.927,,,,,,,,,
ksweep_run,Pubmed,closeness,,,,,,,,30,1,0.9332,0.9352,,,,,,,,,
ksweep_run,Pubmed,closeness,,,,,,,,30,2,0.9269,0.9253,,,,,,,,,
ksweep_run,Pubmed,closeness,,,,,,,,1909,0,0.9354,0.9381,,,,,,,,,
ksweep_run,Pubmed,closeness,,,,,,,,1909,1,0.975,0.9766,,,,,,,,,
ksweep_run,Pubmed,closeness,,,,,,,,1909,2,0.9754,0.9753,,,,,,,,,
ksweep_run,Pubmed,eigenvector,,,,,,,,2,0,0.9148,0.9205,,,,,,,,,
ksweep_run,Pubmed,eigenvector,,,,,,,,2,1,0.9272,0.9237,,,,,,,,,
ksweep_run,Pubmed,eigenvector,,,,,,,,2,2,0.9199,0.914,,,,,,,,,
ksweep_run,Pubmed,eigenvector,,,,,,,,4,0,0.9098,0.9177,,,,,,,,,
ksweep_run,Pubmed,eigenvector,,,,,,,,4,1,0.9251,0.9195,,,,,,,,,
ksweep_run,Pubmed,eigenvector,,,,,,,,4,2,0.9199,0.9134,,,,,,,,,
ksweep_run,Pubmed,eigenvector,,,,,,,,6,0,0.91,0.9166,,,,,,,,,
ksweep_run,Pubmed,eigenvector,,,,,,,,6,1,0.9183,0.9155,,,,,,,,,
ksweep_run,Pubmed,eigenvector,,,,,,,,6,2,0.922,0.913,,,,,,,,,
ksweep_run,Pubmed,eigenvector,,,,,,,,8,0,0.9134,0.9193,,,,,,,,,
ksweep_run,Pubmed,eigenvector,,,,,,,,8,1,0.9215,0.9185,,,,,,,,,
ksweep_run,Pubmed,eigenvector,,,,,,,,8,2,0.9251,0.916,,,,,,,,,
ksweep_run,Pubmed,eigenvector,,,,,,,,10,0,0.9153,0.9211,,,,,,,,,
ksweep_run,Pubmed,eigenvector,,,,,,,,10,1,0.9243,0.9215,,,,,,,,,
ksweep_run,Pubmed,eigenvector,,,,,,,,10,2,0.9226,0.9153,,,,,,,,,
ksweep_run,Pubmed,eigenvector,,,,,,,,12,0,0.9162,0.9216,,,,,,,,,
ksweep_run,Pubmed,eigenvector,,,,,,,,12,1,0.9231,0.9209,,,,,,,,,
ksweep_run,Pubmed,eigenvector,,,,,,,,12,2,0.9245,0.9171,,,,,,,,,
ksweep_run,Pubmed,eigenvector,,,,,,,,15,0,0.9229,0.9266,,,,,,,,,
ksweep_run,Pubmed,eigenvector,,,,,,,,15,1,0.9267,0.9284,,,,,,,,,
ksweep_run,Pubmed,eigenvector,,,,,,,,15,2,0.93,0.9254,,,,,,,,,
ksweep_run,Pubmed,eigenvector,,,,,,,,20,0,0.9236,0.9273,,,,,,,,,
ksweep_run,Pubmed,eigenvector,,,,,,,,20,1,0.9285,0.9308,,,,,,,,,
ksweep_run,Pubmed,eigenvector,,,,,,,,20,2,0.9298,0.9257,,,,,,,,,
ksweep_run,Pubmed,eigenvector,,,,,,,,25,0,0.9212,0.9259,,,,,,,,,
ksweep_run,Pubmed,eigenvector,,,,,,,,25,1,0.9305,0.9314,,,,,,,,,
ksweep_run,Pubmed,eigenvector,,,,,,,,25,2,0.9323,0.9259,,,,,,,,,
ksweep_run,Pubmed,eigenvector,,,,,,,,30,0,0.9241,0.9291,,,,,,,,,
ksweep_run,Pubmed,eigenvector,,,,,,,,30,1,0.9301,0.9317,,,,,,,,,
ksweep_run,Pubmed,eigenvector,,,,,,,,30,2,0.9281,0.9243,,,,,,,,,
ksweep_run,Pubmed,eigenvector,,,,,,,,2064,0,0.9676,0.97,,,,,,,,,
ksweep_run,Pubmed,eigenvector,,,,,,,,2064,1,0.9731,0.9753,,,,,,,,,
ksweep_run,Pubmed,eigenvector,,,,,,,,2064,2,0.9327,0.9275,,,,,,,,,
ksweep_mean,Cora,pagerank,,,,,,,,2,,,,0.8494666666666667,0.019050021872253388,0.8466666666666667,0.01403578759219922,,,,,
ksweep_mean,Cora,pagerank,,,,,,,,4,,,,0.8858666666666667,0.013111191148531619,0.8754,0.017421825392306012,,,,,
ksweep_mean,Cora,pagerank,,,,,,,,6,,,,0.906,0.023475732150457,0.8979,0.005629387178015017,,,,,
ksweep_mean,Cora,pagerank,,,,,,,,8,,,,0.9142666666666667,0.024596205669438792,0.9095333333333333,0.00703230640212256,,,,,
ksweep_mean,Cora,pagerank,,,,,,,,10,,,,0.9198666666666667,0.026911769420336004,0.9215,0.005386093203798087,,,,,
ksweep_mean,Cora,pagerank,,,,,,,,12,,,,0.9257333333333333,0.02508990500845575,0.9257333333333333,0.012320849537809205,,,,,
ksweep_mean,Cora,pagerank,,,,,,,,15,,,,0.9334666666666667,0.020159447743758586,0.9327,0.011322102278287382,,,,,
ksweep_mean,Cora,pagerank,,,,,,,,20,,,,0.9376,0.017586074036009286,0.9382666666666667,0.008205079727420935,,,,,
ksweep_mean,Cora,pagerank,,,,,,,,25,,,,0.9421333333333334,0.01611221069044636,0.9463333333333334,0.009111714072189343,,,,,
ksweep_mean,Cora,pagerank,,,,,,,,30,,,,0.9457,0.01613412532491304,0.9525,0.008250454532933302,,,,,
ksweep_mean,Cora,pagerank,,,,,,,,283,,,,0.9682,0.011641305768684218,0.9725333333333334,0.004340890845590706,,,,,
ksweep_mean,Cora,betweenness,,,,,,,,2,,,,0.8496,0.018559903016988004,0.8453333333333334,0.016641013590924483,,,,,
ksweep_mean,Cora,betweenness,,,,,,,,4,,,,0.8805666666666666,0.024114794905479395,0.8774333333333334,0.014214194783150138,,,,,
ksweep_mean,Cora,betweenness,,,,,,,,6,,,,0.9068333333333334,0.019708965810852002,0.9005333333333333,0.00565184335711219,,,,,
ksweep_mean,Cora,betweenness,,,,,,,,8,,,,0.9168333333333333,0.02174151175363232,0.9118333333333334,0.00921212968500409,,,,,
ksweep_mean,Cora,betweenness,,,,,,,,10,,,,0.9260666666666667,0.021542593468134988,0.9186666666666666,0.0007767453465154411,,,,,
ksweep_mean,Cora,betweenness,,,,,,,,12,,,,0.9317333333333334,0.02155326734704818,0.9265,0.007514652353901689,,,,,
ksweep_mean,Cora,betweenness,,,,,,,,15,,,,0.9387333333333333,0.020709981490415034,0.9357333333333333,0.0045092497528228985,,,,,
ksweep_mean,Cora,betweenness,,,,,,,,20,,,,0.9476,0.016691015547293707,0.9434333333333333,0.004346646216720839,,,,,
ksweep_mean,Cora,betweenness,,,,,,,,25,,,,0.9499666666666666,0.017053543131365173,0.9425333333333333,0.002695057204092948,,,,,
ksweep_mean,Cora,betweenness,,,,,,,,30,,,,0.9514,0.01671795442032307,0.9478666666666666,0.006504101270224305,,,,,
ksweep_mean,Cora,betweenness,,,,,,,,280,,,,0.9653,0.009901515035589238,0.9699,0.00337786915081092,,,,,
ksweep_mean,Cora,closeness,,,,,,,,1,,,,0.6973,0.006296030495478877,0.6686333333333333,0.02467576408813583,,,,,
ksweep_mean,Cora,closeness,,,,,,,,2,,,,0.6984666666666667,0.007023057263993559,0.6673,0.022413388855770995,,,,,
ksweep_mean,Cora,closeness,,,,,,,,4,,,,0.6986333333333333,0.010488247390929222,0.6716666666666666,0.02395878405373137,,,,,
ksweep_mean,Cora,closeness,,,,,,,,6,,,,0.6992,0.011424097338520916,0.6733,0.024027692356945164,,,,,
ksweep_mean,Cora,closeness,,,,,,,,8,,,,0.7021999999999999,0.008591274643497305,0.6758333333333333,0.026119788156363993,,,,,
ksweep_mean,Cora,closeness,,,,,,,,10,,,,0.7010000000000001,0.009865089964110844,0.6751333333333334,0.026294549498581163,,,,,
ksweep_mean,Cora,closeness,,,,,,,,12,,,,0.7068666666666666,0.003914502948438441,0.6774,0.025165651193640927,,,,,
ksweep_mean,Cora,closeness,,,,,,,,15,,,,0.7059666666666666,0.005675679107678063,0.6778333333333333,0.02365297726150628,,,,,
ksweep_mean,Cora,closeness,,,,,,,,20,,,,0.7102999999999999,0.008931405264570643,0.6811,0.022342112702249072,,,,,
ksweep_mean,Cora,closeness,,,,,,,,25,,,,0.7127666666666667,0.005635896852616564,0.6783,0.030738087123306803,,,,,
ksweep_mean,Cora,closeness,,,,,,,,30,,,,0.7181666666666666,0.004428694314731334,0.6953666666666667,0.021752317884155086,,,,,
ksweep_mean,Cora,eigenvector,,,,,,,,2,,,,0.8203666666666667,0.013514560049566275,0.7948333333333333,0.021723336146488508,,,,,
ksweep_mean,Cora,eigenvector,,,,,,,,4,,,,0.8447333333333333,0.014781858250346358,0.8173333333333334,0.01234355432334351,,,,,
ksweep_mean,Cora,eigenvector,,,,,,,,6,,,,0.8456,0.012474373731775047,0.8190666666666667,0.011842437812094838,,,,,
ksweep_mean,Cora,eigenvector,,,,,,,,8,,,,0.8489,0.012601190419956325,0.8255333333333333,0.01333579144008082,,,,,
ksweep_mean,Cora,eigenvector,,,,,,,,10,,,,0.8445333333333334,0.014921907831551989,0.8233666666666667,0.012875299349270801,,,,,
ksweep_mean,Cora,eigenvector,,,,,,,,12,,,,0.8512000000000001,0.01664962462039309,0.8246666666666667,0.009671780256671128,,,,,
ksweep_mean,Cora,eigenvector,,,,,,,,15,,,,0.8503333333333334,0.016662632845181876,0.8272666666666667,0.011971772355559284,,,,,
ksweep_mean,Cora,eigenvector,,,,,,,,20,,,,0.8509333333333333,0.014907157117751655,0.8284666666666667,0.009910768554119953,,,,,
ksweep_mean,Cora,eigenvector,,,,,,,,25,,,,0.7852,0.11067086337424137,0.7664,0.12401520068120685,,,,,
ksweep_mean,Cora,eigenvector,,,,,,,,30,,,,0.8512000000000001,0.021266170318136726,0.8271999999999999,0.014531689509482387,,,,,
ksweep_mean,Cora,eigenvector,,,,,,,,381,,,,0.9065333333333333,0.07793525090312688,0.8987666666666667,0.0710847616112858,,,,,
ksweep_mean,Citeseer,pagerank,,,,,,,,2,,,,0.7963333333333333,0.012870249932823086,0.8154,0.020347235684485484,,,,,
ksweep_mean,Citeseer,pagerank,,,,,,,,4,,,,0.8088333333333333,0.014600456613864287,0.8249666666666666,0.018072170133476877,,,,,
ksweep_mean,Citeseer,pagerank,,,,,,,,6,,,,0.8346666666666667,0.01624263935859354,0.8402999999999999,0.015834140330311625,,,,,
ksweep_mean,Citeseer,pagerank,,,,,,,,8,,,,0.8364666666666667,0.013507898923716254,0.8422666666666667,0.01676315403894311,,,,,
ksweep_mean,Citeseer,pagerank,,,,,,,,10,,,,0.8436,0.011361778029868399,0.8506,0.013284201142710826,,,,,
ksweep_mean,Citeseer,pagerank,,,,,,,,12,,,,0.8607333333333334,0.009225146791966735,0.8669333333333333,0.008619938128161513,,,,,
ksweep_mean,Citeseer,pagerank,,,,,,,,15,,,,0.8698666666666667,0.007046512139585985,0.8742,0.006963476143421487,,,,,
ksweep_mean,Citeseer,pagerank,,,,,,,,20,,,,0.8853666666666666,0.009519628844305515,0.8837,0.00890842298052806,,,,,
ksweep_mean,Citeseer,pagerank,,,,,,,,25,,,,0.8935,0.006481512169239547,0.8913666666666666,0.00459601276470524,,,,,
ksweep_mean,Citeseer,pagerank,,,,,,,,30,,,,0.8980333333333334,0.0071842420152256345,0.8955666666666666,0.0065431898439013165,,,,,
ksweep_mean,Citeseer,pagerank,,,,,,,,376,,,,0.9658333333333333,0.0045456939330902136,0.9575,0.0019467922333931524,,,,,
ksweep_mean,Citeseer,betweenness,,,,,,,,2,,,,0.7044666666666667,0.015044378795195691,0.7184,0.02349106213009537,,,,,
ksweep_mean,Citeseer,betweenness,,,,,,,,4,,,,0.7722333333333333,0.006900966115938664,0.7980333333333334,0.019986328660695336,,,,,
ksweep_mean,Citeseer,betweenness,,,,,,,,6,,,,0.8162666666666667,0.0192302712756043,0.8297666666666667,0.017992868957821376,,,,,
ksweep_mean,Citeseer,betweenness,,,,,,,,8,,,,0.8323333333333334,0.017652572994703453,0.8395666666666667,0.010863854441832911,,,,,
ksweep_mean,Citeseer,betweenness,,,,,,,,10,,,,0.8459,0.018710424901642424,0.8492999999999999,0.010801851693112619,,,,,
ksweep_mean,Citeseer,betweenness,,,,,,,,12,,,,0.8525333333333334,0.014588465763517923,0.8503000000000001,0.014228141129465901,,,,,
ksweep_mean,Citeseer,betweenness,,,,,,,,15,,,,0.8597333333333333,0.01573350988601505,0.8611000000000001,0.01793850606934702,,,,,
ksweep_mean,Citeseer,betweenness,,,,,,,,20,,,,0.8688333333333333,0.015210960960219849,0.8676666666666666,0.010179554672643261,,,,,
ksweep_mean,Citeseer,betweenness,,,,,,,,25,,,,0.8833,0.010058329881247698,0.8806,0.011199999999999965,,,,,
ksweep_mean,Citeseer,betweenness,,,,,,,,30,,,,0.8903,0.014058449416631971,0.8842666666666666,0.00885117694622211,,,,,
ksweep_mean,Citeseer,betweenness,,,,,,,,363,,,,0.9492666666666667,0.0037634204300520772,0.9402666666666667,0.0023115651263447474,,,,,
ksweep_mean,Citeseer,closeness,,,,,,,,1,,,,0.6156666666666667,0.02619968193191158,0.6263,0.010392785959500954,,,,,
ksweep_mean,Citeseer,closeness,,,,,,,,2,,,,0.6359333333333334,0.029651363094018713,0.638,0.014050266901379496,,,,,
ksweep_mean,Citeseer,closeness,,,,,,,,4,,,,0.6374666666666666,0.029576060138790175,0.6400333333333333,0.013259084935746296,,,,,
ksweep_mean,Citeseer,closeness,,,,,,,,6,,,,0.6360333333333333,0.033253922074446114,0.6367,0.014980320423809382,,,,,
ksweep_mean,Citeseer,closeness,,,,,,,,8,,,,0.6386333333333333,0.028723567559294144,0.635,0.018938848961856127,,,,,
ksweep_mean,Citeseer,closeness,,,,,,,,10,,,,0.6404666666666666,0.029323426357322803,0.6405666666666666,0.013206564024504382,,,,,
ksweep_mean,Citeseer,closeness,,,,,,,,12,,,,0.6396000000000001,0.032104361074470886,0.6390666666666667,0.011833990592075601,,,,,
ksweep_mean,Citeseer,closeness,,,,,,,,15,,,,0.6438,0.03199890623130738,0.6390333333333333,0.018311835881017865,,,,,
ksweep_mean,Citeseer,closeness,,,,,,,,20,,,,0.6430333333333333,0.03173977525650324,0.6442333333333333,0.01597132847741018,,,,,
ksweep_mean,Citeseer,closeness,,,,,,,,25,,,,0.6497,0.030016162312993987,0.6474333333333333,0.01850954708612106,,,,,
ksweep_mean,Citeseer,closeness,,,,,,,,30,,,,0.6577666666666666,0.02239471663882653,0.6515666666666667,0.015580864332036705,,,,,
ksweep_mean,Citeseer,eigenvector,,,,,,,,2,,,,0.7731,0.02122474970406012,0.7747,0.01500399946680887,,,,,
ksweep_mean,Citeseer,eigenvector,,,,,,,,4,,,,0.7762666666666667,0.01813321078389964,0.7794,0.010399999999999977,,,,,
ksweep_mean,Citeseer,eigenvector,,,,,,,,6,,,,0.7797666666666667,0.015171464442608487,0.7792,0.010289314845994388,,,,,
ksweep_mean,Citeseer,eigenvector,,,,,,,,8,,,,0.7867666666666666,0.01653854084655997,0.7840333333333334,0.010791817888258356,,,,,
ksweep_mean,Citeseer,eigenvector,,,,,,,,10,,,,0.7844333333333333,0.01727927467613537,0.7839333333333334,0.010969199302288802,,,,,
ksweep_mean,Citeseer,eigenvector,,,,,,,,12,,,,0.7862333333333333,0.017898975762130436,0.7847000000000001,0.010004498987955362,,,,,
ksweep_mean,Citeseer,eigenvector,,,,,,,,15,,,,0.7876333333333333,0.018946591602009403,0.7839666666666667,0.012306637775336235,,,,,
ksweep_mean,Citeseer,eigenvector,,,,,,,,20,,,,0.7898333333333334,0.024348579698482076,0.7863,0.007373601562330336,,,,,
ksweep_mean,Citeseer,eigenvector,,,,,,,,25,,,,0.7910666666666667,0.022039585598040045,0.7970666666666667,0.009383673765286881,,,,,
ksweep_mean,Citeseer,eigenvector,,,,,,,,30,,,,0.7927333333333333,0.024158090432261643,0.7962333333333333,0.012330990768520348,,,,,
ksweep_mean,Citeseer,eigenvector,,,,,,,,363,,,,0.8693333333333333,0.01909589833795029,0.8599333333333333,0.012993203351496244,,,,,
ksweep_mean,Pubmed,pagerank,,,,,,,,2,,,,0.9093333333333333,0.006066575090883938,0.911,0.005859180830116133,,,,,
ksweep_mean,Pubmed,pagerank,,,,,,,,4,,,,0.9298666666666666,0.003271594921950636,0.9303,0.006823488843692795,,,,,
ksweep_mean,Pubmed,pagerank,,,,,,,,6,,,,0.9337,0.0024979991993593774,0.935,0.004670117771534233,,,,,
ksweep_mean,Pubmed,pagerank,,,,,,,,8,,,,0.9474666666666667,0.004118656738954289,0.9481666666666667,0.0018717193521822185,,,,,
ksweep_mean,Pubmed,pagerank,,,,,,,,10,,,,0.9513,0.00308058436014989,0.9521,0.002946183972531243,,,,,
ksweep_mean,Pubmed,pagerank,,,,,,,,12,,,,0.9540666666666666,0.001050396750439244,0.9546333333333333,0.004600362304572736,,,,,
ksweep_mean,Pubmed,pagerank,,,,,,,,15,,,,0.9561333333333334,0.001357694123627732,0.9566666666666667,0.0029838453936712464,,,,,
ksweep_mean,Pubmed,pagerank,,,,,,,,20,,,,0.9619333333333334,0.0015176736583776304,0.9626,0.004107310555582601,,,,,
ksweep_mean,Pubmed,pagerank,,,,,,,,25,,,,0.963,0.0046604720790924285,0.9628,0.006873863542433791,,,,,
ksweep_mean,Pubmed,pagerank,,,,,,,,30,,,,0.9685666666666667,0.0005033222956847127,0.9684333333333333,0.0033080709383768183,,,,,
ksweep_mean,Pubmed,pagerank,,,,,,,,2685,,,,0.9568,0.04080600446012819,0.9528,0.04185773524690512,,,,,
ksweep_mean,Pubmed,betweenness,,,,,,,,2,,,,0.9071666666666667,0.00864310900853003,0.9091333333333333,0.004479211240088327,,,,,
ksweep_mean,Pubmed,betweenness,,,,,,,,4,,,,0.9274,0.004812483766206409,0.9294,0.006298412498399929,,,,,
ksweep_mean,Pubmed,betweenness,,,,,,,,6,,,,0.9322666666666667,0.002939954648176252,0.9315,0.0028160255680657283,,,,,
ksweep_mean,Pubmed,betweenness,,,,,,,,8,,,,0.9427666666666666,0.0018230011885167375,0.9439666666666666,0.0029737742572921366,,,,,
ksweep_mean,Pubmed,betweenness,,,,,,,,10,,,,0.9497666666666666,0.0038030689361794627,0.9509333333333333,0.005732654998631378,,,,,
ksweep_mean,Pubmed,betweenness,,,,,,,,12,,,,0.9524333333333334,0.0006658328118479938,0.9531666666666667,0.0025006665778014524,,,,,
ksweep_mean,Pubmed,betweenness,,,,,,,,15,,,,0.9543666666666667,0.0013316656236958598,0.9555666666666667,0.003647373484212074,,,,,
