section,dataset,centrality,elbow_k,elbow_score,alpha,xmin,r_vs_exp,p_value,verdict,k,seed,val_auc,test_auc,mean_val_auc,std_val_auc,mean_test_auc,std_test_auc,optimal_k,auc_at_elbow,auc_at_optimal,auc_gap,match
ksweep_mean,Pubmed,betweenness,,,,,,,,20,,,,0.9622666666666667,0.0020550750189064467,0.9637666666666667,0.003300505011863053,,,,,
ksweep_mean,Pubmed,betweenness,,,,,,,,25,,,,0.9667666666666667,0.0016862186493255705,0.9669333333333333,0.003156474826976035,,,,,
ksweep_mean,Pubmed,betweenness,,,,,,,,30,,,,0.9696333333333333,0.0007767453465154246,0.9689666666666666,0.0032192131543800615,,,,,
ksweep_mean,Pubmed,betweenness,,,,,,,,2083,,,,0.9784666666666667,0.0007571877794400166,0.9761,0.002128379665379321,,,,,
ksweep_mean,Pubmed,closeness,,,,,,,,2,,,,0.889,0.008920201791439453,0.8927666666666666,0.00441852162304695,,,,,
ksweep_mean,Pubmed,closeness,,,,,,,,4,,,,0.8890666666666667,0.008979049689879929,0.8927666666666666,0.004561067126598042,,,,,
ksweep_mean,Pubmed,closeness,,,,,,,,6,,,,0.8891,0.00900666419935813,0.8927666666666666,0.004461315202194686,,,,,
ksweep_mean,Pubmed,closeness,,,,,,,,8,,,,0.8890333333333333,0.008951163797704347,0.8925666666666666,0.004361574639202396,,,,,
ksweep_mean,Pubmed,closeness,,,,,,,,10,,,,0.8890666666666667,0.009151138362702952,0.8927333333333334,0.0046822359331129115,,,,,
ksweep_mean,Pubmed,closeness,,,,,,,,12,,,,0.8891333333333333,0.009122134253196043,0.8925,0.003950949253027691,,,,,
ksweep_mean,Pubmed,closeness,,,,,,,,15,,,,0.8892,0.009093404203047354,0.8928,0.004629254799641131,,,,,
ksweep_mean,Pubmed,closeness,,,,,,,,20,,,,0.8892,0.009007219326740049,0.8924333333333333,0.004854207796678362,,,,,
ksweep_mean,Pubmed,closeness,,,,,,,,25,,,,0.9181,0.0071965269401288385,0.9190333333333333,0.006902415036299489,,,,,
ksweep_mean,Pubmed,closeness,,,,,,,,30,,,,0.9281333333333334,0.004576388678131864,0.9291666666666667,0.005293706955747869,,,,,
ksweep_mean,Pubmed,closeness,,,,,,,,1909,,,,0.9619333333333333,0.022979411074553965,0.9633333333333334,0.021862372545845336,,,,,
ksweep_mean,Pubmed,eigenvector,,,,,,,,2,,,,0.9206333333333333,0.006232442004008843,0.9194,0.004942671342502924,,,,,
ksweep_mean,Pubmed,eigenvector,,,,,,,,4,,,,0.9182666666666667,0.0077796743719344185,0.9168666666666666,0.0031342197327777284,,,,,
ksweep_mean,Pubmed,eigenvector,,,,,,,,6,,,,0.9167666666666667,0.006145187819207266,0.9150333333333334,0.0018448125469361946,,,,,
ksweep_mean,Pubmed,eigenvector,,,,,,,,8,,,,0.92,0.0059924953066314715,0.9179333333333334,0.0017214335111566934,,,,,
ksweep_mean,Pubmed,eigenvector,,,,,,,,10,,,,0.9207333333333333,0.004781561809004806,0.9193,0.0034698703145794965,,,,,
ksweep_mean,Pubmed,eigenvector,,,,,,,,12,,,,0.9212666666666667,0.004443347086750401,0.9198666666666667,0.0024214320831551874,,,,,
ksweep_mean,Pubmed,eigenvector,,,,,,,,15,,,,0.9265333333333333,0.0035529330606322014,0.9268,0.0015099668870541527,,,,,
ksweep_mean,Pubmed,eigenvector,,,,,,,,20,,,,0.9273,0.0032695565448543594,0.9279333333333333,0.002608320021265275,,,,,
ksweep_mean,Pubmed,eigenvector,,,,,,,,25,,,,0.928,0.005957348403442586,0.9277333333333333,0.003175426480542977,,,,,
ksweep_mean,Pubmed,eigenvector,,,,,,,,30,,,,0.9274333333333333,0.003055050463303896,0.9283666666666667,0.0037541088600802756,,,,,
ksweep_mean,Pubmed,eigenvector,,,,,,,,2064,,,,0.9578,0.021910499766093886,0.9576,0.026201717500957813,,,,,
ksweep_summary,Cora,pagerank,283,,,,,,,,,,,,,,,283,0.9725333333333334,0.9725333333333334,0.0,✓
ksweep_summary,Cora,betweenness,280,,,,,,,,,,,,,,,280,0.9699,0.9699,0.0,✓
ksweep_summary,Cora,closeness,1,,,,,,,,,,,,,,,30,0.6686333333333333,0.6953666666666667,0.026733333333333387,x
ksweep_summary,Cora,eigenvector,381,,,,,,,,,,,,,,,381,0.8987666666666667,0.8987666666666667,0.0,✓
ksweep_summary,Citeseer,pagerank,376,,,,,,,,,,,,,,,376,0.9575,0.9575,0.0,✓
ksweep_summary,Citeseer,betweenness,363,,,,,,,,,,,,,,,363,0.9402666666666667,0.9402666666666667,0.0,✓
ksweep_summary,Citeseer,closeness,1,,,,,,,,,,,,,,,30,0.6263,0.6515666666666667,0.02526666666666677,x
ksweep_summary,Citeseer,eigenvector,363,,,,,,,,,,,,,,,363,0.8599333333333333,0.8599333333333333,0.0,✓
ksweep_summary,Pubmed,pagerank,2685,,,,,,,,,,,,,,,30,0.9528,0.9684333333333333,0.015633333333333277,x
ksweep_summary,Pubmed,betweenness,2083,,,,,,,,,,,,,,,2083,0.9761,0.9761,0.0,✓
ksweep_summary,Pubmed,closeness,1909,,,,,,,,,,,,,,,1909,0.9633333333333334,0.9633333333333334,0.0,✓
ksweep_summary,Pubmed,eigenvector,2064,,,,,,,,,,,,,,,2064,0.9576,0.9576,0.0,✓
